orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
6218,Alan Haines,Second Class,44.1,6,0,20.727,Consumer,East,Delaware,Paper                                             ,Office Supplies,23,Sonntag,11,2014,25,11,2014,2
6219,Carlos Soltero,Second Class,33.488,7,0.2,10.465,Consumer,Central,Texas,Paper                                             ,Office Supplies,2,Dienstag,4,2013,6,4,2013,4
6220,Carlos Soltero,Standard Class,41.86,7,0,18.837,Consumer,West,Washington,Paper                                             ,Office Supplies,1,Donnerstag,12,2016,8,12,2016,7
6221,Theresa Swint,Second Class,19.136,4,0.2,5.98,Corporate,East,Pennsylvania,Paper                                             ,Office Supplies,10,Samstag,10,2015,12,10,2015,2
6222,Theresa Swint,Standard Class,11.96,2,0,5.382,Corporate,West,California,Paper                                             ,Office Supplies,3,Freitag,6,2016,7,6,2016,4
6223,Keith Herrera,Standard Class,29.9,5,0,13.455,Home Office,West,California,Paper                                             ,Office Supplies,7,Sonntag,2,2016,14,2,2016,7
6224,Elizabeth Moffitt,Second Class,23.688,9,0.2,7.6986,Corporate,Central,Illinois,Paper                                             ,Office Supplies,8,Mittwoch,7,2015,12,7,2015,4
6225,Elizabeth Moffitt,Standard Class,10.528,4,0.2,3.4216,Home Office,South,Florida,Paper                                             ,Office Supplies,25,Mittwoch,11,2015,1,12,2015,6
6226,Frank Price,Standard Class,6.58,2,0,3.0268,Corporate,East,Massachusetts,Paper                                             ,Office Supplies,9,Mittwoch,7,2014,13,7,2014,4
6227,Frank Price,Standard Class,16.45,5,0,7.567,Consumer,East,Delaware,Paper                                             ,Office Supplies,15,Sonntag,11,2015,21,11,2015,6
6228,John Grady,Second Class,9.87,3,0,4.5402,Consumer,West,California,Paper                                             ,Office Supplies,29,Samstag,3,2014,31,3,2014,2
6229,Alan Schoenberger,Standard Class,6.58,2,0,3.0268,Home Office,West,California,Paper                                             ,Office Supplies,21,Donnerstag,11,2013,26,11,2013,5
6230,Alan Schoenberger,Second Class,10.896,3,0.2,3.405,Consumer,Central,Illinois,Paper                                             ,Office Supplies,9,Montag,9,2013,14,9,2013,5
6231,Mark Packer,Standard Class,9.08,2,0,4.086,Corporate,Central,Indiana,Paper                                             ,Office Supplies,21,Samstag,11,2015,26,11,2015,5
6232,Gary McGarr,Standard Class,13.62,3,0,6.129,Corporate,South,Virginia,Paper                                             ,Office Supplies,30,Donnerstag,5,2013,5,6,2013,6
6233,Julie Creighton,First Class,4.54,1,0,2.043,Home Office,Central,Michigan,Paper                                             ,Office Supplies,26,Sonntag,6,2016,27,6,2016,1
6234,Jim Epp,Standard Class,25.92,4,0,12.4416,Consumer,West,California,Paper                                             ,Office Supplies,20,Samstag,8,2016,27,8,2016,7
6235,Cynthia Delaney,Standard Class,15.552,3,0.2,5.4432,Corporate,Central,Texas,Paper                                             ,Office Supplies,17,Samstag,8,2013,23,8,2013,6
6236,Cynthia Delaney,Second Class,19.44,3,0,9.3312,Consumer,West,Washington,Paper                                             ,Office Supplies,12,Sonntag,6,2016,14,6,2016,2
6237,Cynthia Arntzen,Standard Class,32.4,5,0,15.552,Consumer,West,California,Paper                                             ,Office Supplies,17,Montag,11,2014,21,11,2014,4
6238,Greg Matthias,Standard Class,19.44,3,0,9.3312,Corporate,East,New York,Paper                                             ,Office Supplies,18,Sonntag,9,2016,25,9,2016,7
6239,Seth Vernon,Standard Class,31.104,6,0.2,10.8864,Consumer,East,Ohio,Paper                                             ,Office Supplies,20,Montag,6,2016,27,6,2016,7
6240,Natalie Webber,Standard Class,11.952,3,0.2,4.3326,Home Office,West,Arizona,Paper                                             ,Office Supplies,18,Mittwoch,6,2014,23,6,2014,5
6241,Nora Price,Standard Class,62.192,13,0.2,19.435,Corporate,South,Florida,Paper                                             ,Office Supplies,29,Freitag,5,2015,4,6,2015,6
6242,Erin Smith,Standard Class,17.94,3,0,8.073,Consumer,East,New York,Paper                                             ,Office Supplies,8,Samstag,11,2014,13,11,2014,5
6243,Alex Avila,First Class,9.568,2,0.2,2.99,Corporate,West,Arizona,Paper                                             ,Office Supplies,12,Samstag,9,2015,14,9,2015,2
6244,Alex Avila,Standard Class,14.352,3,0.2,4.485,Corporate,South,North Carolina,Paper                                             ,Office Supplies,20,Donnerstag,10,2016,25,10,2016,5
6245,Alex Avila,Standard Class,11.96,2,0,5.382,Home Office,West,Montana,Paper                                             ,Office Supplies,23,Samstag,1,2016,28,1,2016,5
6246,Sally Knutson,Second Class,17.94,3,0,8.073,Consumer,West,California,Paper                                             ,Office Supplies,25,Donnerstag,12,2014,30,12,2014,5
6247,Sally Knutson,Same Day,29.9,5,0,13.455,Consumer,West,California,Paper                                             ,Office Supplies,27,Sonntag,9,2015,27,9,2015,0
6248,Sally Knutson,Standard Class,5.98,1,0,2.691,Consumer,West,California,Paper                                             ,Office Supplies,9,Freitag,8,2013,14,8,2013,5
6249,Juliana Krohn,Standard Class,16.224,2,0.2,5.8812,Home Office,East,Ohio,Paper                                             ,Office Supplies,4,Dienstag,6,2013,9,6,2013,5
6250,Juliana Krohn,Standard Class,73.008,9,0.2,26.4654,Home Office,Central,Illinois,Paper                                             ,Office Supplies,7,Mittwoch,9,2016,13,9,2016,6
6251,Juliana Krohn,First Class,40.56,4,0,19.8744,Consumer,East,New York,Paper                                             ,Office Supplies,5,Samstag,12,2015,6,12,2015,1
6252,Juliana Krohn,Standard Class,56.784,7,0.2,20.5842,Corporate,South,Florida,Paper                                             ,Office Supplies,27,Donnerstag,10,2016,2,11,2016,6
6253,Peter Fuller,First Class,70.98,7,0,34.7802,Corporate,South,Alabama,Paper                                             ,Office Supplies,27,Freitag,11,2015,30,11,2015,3
6254,Peter Fuller,Second Class,39.96,4,0,17.982,Consumer,East,Rhode Island,Paper                                             ,Office Supplies,12,Dienstag,4,2016,15,4,2016,3
6255,Peter Fuller,First Class,39.96,4,0,17.982,Corporate,East,New York,Paper                                             ,Office Supplies,30,Donnerstag,5,2013,1,6,2013,2
6256,Frank Atkinson,Standard Class,69.93,7,0,31.4685,Consumer,South,Georgia,Paper                                             ,Office Supplies,13,Samstag,9,2014,20,9,2014,7
6257,Grace Kelly,Second Class,62.016,2,0.2,22.4808,Consumer,Central,Illinois,Paper                                             ,Office Supplies,17,Montag,6,2013,20,6,2013,3
6258,Grace Kelly,Standard Class,116.28,3,0,56.9772,Consumer,West,California,Paper                                             ,Office Supplies,4,Mittwoch,11,2015,9,11,2015,5
6259,Grace Kelly,Second Class,70.88,2,0,33.3136,Consumer,West,California,Paper                                             ,Office Supplies,19,Donnerstag,2,2015,22,2,2015,3
6260,Alex Russell,Standard Class,56.704,2,0.2,19.1376,Consumer,Central,Illinois,Paper                                             ,Office Supplies,15,Sonntag,5,2016,20,5,2016,5
6261,Sally Knutson,Standard Class,248.08,7,0,116.5976,Consumer,West,Washington,Paper                                             ,Office Supplies,7,Montag,12,2015,13,12,2015,6
6262,Max Jones,Second Class,212.64,6,0,99.9408,Consumer,West,California,Paper                                             ,Office Supplies,29,Samstag,3,2014,31,3,2014,2
6263,Barry Weirich,Standard Class,35.44,1,0,16.6568,Consumer,West,California,Paper                                             ,Office Supplies,14,Mittwoch,10,2015,20,10,2015,6
6264,Maribeth Schnelling,Standard Class,28.16,4,0,13.2352,Home Office,Central,Indiana,Paper                                             ,Office Supplies,17,Samstag,12,2016,22,12,2016,5
6265,Jeremy Farry,Standard Class,45.056,8,0.2,15.2064,Home Office,East,Pennsylvania,Paper                                             ,Office Supplies,21,Sonntag,6,2015,25,6,2015,4
6266,Cynthia Delaney,First Class,35.2,5,0,16.544,Consumer,West,California,Paper                                             ,Office Supplies,9,Sonntag,10,2016,11,10,2016,2
6267,Keith Dawkins,First Class,7.968,2,0.2,2.8884,Corporate,West,Colorado,Paper                                             ,Office Supplies,4,Donnerstag,8,2016,7,8,2016,3
6268,Chris Selesnick,Standard Class,14.94,3,0,7.3206,Corporate,Central,Indiana,Paper                                             ,Office Supplies,13,Freitag,5,2016,17,5,2016,4
6269,Chris Selesnick,First Class,9.96,2,0,4.8804,Corporate,South,Georgia,Paper                                             ,Office Supplies,22,Freitag,11,2013,25,11,2013,3
6270,Erica Bern,Second Class,19.98,2,0,8.991,Corporate,Central,Indiana,Paper                                             ,Office Supplies,13,Freitag,11,2015,16,11,2015,3
6271,Erica Bern,Second Class,29.97,3,0,13.4865,Consumer,West,Washington,Paper                                             ,Office Supplies,11,Freitag,7,2014,13,7,2014,2
6272,Noel Staavos,First Class,29.664,4,0.2,10.0116,Corporate,Central,Texas,Paper                                             ,Office Supplies,11,Donnerstag,8,2016,13,8,2016,2
6273,Ann Steele,Standard Class,18.54,2,0,8.7138,Home Office,West,Washington,Paper                                             ,Office Supplies,18,Donnerstag,9,2014,24,9,2014,6
6274,Thais Sissman,Standard Class,18.54,2,0,8.7138,Home Office,Central,Michigan,Paper                                             ,Office Supplies,1,Montag,12,2014,5,12,2014,4
6275,Thais Sissman,Standard Class,22.248,3,0.2,7.5087,Home Office,East,Ohio,Paper                                             ,Office Supplies,11,Mittwoch,11,2015,15,11,2015,4
6276,Thais Sissman,Second Class,46.35,5,0,21.7845,Consumer,West,California,Paper                                             ,Office Supplies,17,Mittwoch,6,2015,19,6,2015,2
6277,Nona Balk,First Class,18.54,2,0,8.7138,Consumer,West,California,Paper                                             ,Office Supplies,16,Donnerstag,6,2016,19,6,2016,3
6278,Raymond Fair,Standard Class,46.35,5,0,21.7845,Home Office,East,New York,Paper                                             ,Office Supplies,11,Montag,11,2013,17,11,2013,6
6279,Sean Wendt,Standard Class,18.54,2,0,8.7138,Consumer,East,New York,Paper                                             ,Office Supplies,11,Freitag,12,2015,17,12,2015,6
6280,Sean Wendt,First Class,27.81,3,0,13.0707,Home Office,South,Virginia,Paper                                             ,Office Supplies,5,Sonntag,4,2015,6,4,2015,1
6281,Eva Jacobs,Standard Class,115.296,3,0.2,40.3536,Consumer,South,North Carolina,Paper                                             ,Office Supplies,13,Donnerstag,11,2014,17,11,2014,4
6282,Khloe Miller,Standard Class,192.16,5,0.2,67.256,Consumer,South,North Carolina,Paper                                             ,Office Supplies,25,Donnerstag,8,2016,29,8,2016,4
6283,Susan Pistek,Second Class,144.12,3,0,69.1776,Corporate,Central,Michigan,Paper                                             ,Office Supplies,28,Donnerstag,5,2015,30,5,2015,2
6284,Vivek Sundaresam,Standard Class,38.432,1,0.2,13.4512,Consumer,Central,Illinois,Paper                                             ,Office Supplies,22,Sonntag,11,2015,27,11,2015,5
6285,Tom Prescott,Standard Class,96.08,2,0,46.1184,Consumer,Central,Indiana,Paper                                             ,Office Supplies,13,Donnerstag,11,2014,17,11,2014,4
6286,Helen Wasserman,Standard Class,15.552,3,0.2,5.4432,Consumer,South,Tennessee,Paper                                             ,Office Supplies,5,Montag,9,2016,9,9,2016,4
6287,Helen Wasserman,Second Class,31.104,6,0.2,10.8864,Consumer,South,North Carolina,Paper                                             ,Office Supplies,6,Sonntag,11,2016,9,11,2016,3
6288,Andrew Roberts,Standard Class,10.368,2,0.2,3.6288,Corporate,South,North Carolina,Paper                                             ,Office Supplies,12,Donnerstag,9,2013,17,9,2013,5
6289,Christy Brittain,Standard Class,19.44,3,0,9.3312,Consumer,West,Utah,Paper                                             ,Office Supplies,2,Mittwoch,11,2016,7,11,2016,5
6290,Dorothy Wardle,Standard Class,25.92,4,0,12.4416,Corporate,West,Washington,Paper                                             ,Office Supplies,24,Sonntag,11,2013,30,11,2013,6
6291,Dorothy Wardle,First Class,19.44,3,0,9.3312,Consumer,West,California,Paper                                             ,Office Supplies,22,Freitag,2,2013,24,2,2013,2
6292,Dorothy Wardle,Standard Class,10.368,2,0.2,3.6288,Corporate,South,Florida,Paper                                             ,Office Supplies,28,Mittwoch,9,2016,2,10,2016,4
6293,Vivek Sundaresam,First Class,12.96,2,0,6.2208,Home Office,West,California,Paper                                             ,Office Supplies,4,Sonntag,9,2016,5,9,2016,1
6294,Bill Shonely,Standard Class,23.92,4,0,11.7208,Consumer,South,South Carolina,Paper                                             ,Office Supplies,21,Sonntag,9,2014,26,9,2014,5
6295,Greg Guthrie,Second Class,35.88,6,0,17.5812,Home Office,West,Nevada,Paper                                             ,Office Supplies,22,Donnerstag,10,2015,27,10,2015,5
6296,Greg Matthias,First Class,17.94,3,0,8.7906,Consumer,East,Massachusetts,Paper                                             ,Office Supplies,10,Dienstag,3,2015,13,3,2015,3
6297,Clytie Kelty,Standard Class,40.08,6,0,19.2384,Consumer,West,Nevada,Paper                                             ,Office Supplies,23,Mittwoch,1,2013,28,1,2013,5
6298,Deanra Eno,Standard Class,20.04,3,0,9.6192,Consumer,West,California,Paper                                             ,Office Supplies,14,Mittwoch,10,2015,20,10,2015,6
